layer,difficulty,dist_to_boundary_m,gold_label,exact_label,exact_correct,bs_label,bs_correct,bs_abstain,bs_confidence,risk_label,risk_correct,risk_abstain,dist_bin
tract,hard,90.37116303302352,12005000201,12005000201,True,12005000201,True,False,1.0,12005000201,True,False,50-100m
tract,easy,165.72258171758202,12086018700,12086018700,True,12086018700,True,False,1.0,12086018700,True,False,100-500m
tract,medium,356.41959612625993,48201313201,48201313201,True,48201313201,True,False,1.0,48201313201,True,False,100-500m
county,boundary,7.887741734171625,48453,48453,True,48453,True,True,0.75,,False,True,0-10m
zcta,easy,3985.8351210578267,78019,78019,True,78019,True,False,1.0,78019,True,False,>500m
tract,medium,222.39731683518517,12021011209,12021011209,True,12021011209,True,False,1.0,12021011209,True,False,100-500m
tract,easy,501.480212469808,48201510100,48201510100,True,48201510100,True,False,1.0,48201510100,True,False,>500m
zcta,easy,620.9367011945226,33322,33322,True,33322,True,False,1.0,33322,True,False,>500m
tract,medium,445.38122795974334,12071001802,12071001802,True,12071001802,True,False,1.0,12071001802,True,False,100-500m
county,easy,3963.8267301455753,39009,39009,True,39009,True,False,1.0,39009,True,False,>500m
county,edge,65.32702793379126,06037,06037,True,06037,True,False,1.0,06037,True,False,50-100m
tract,easy,711.3804292955721,12109020200,12109020200,True,12109020200,True,False,1.0,12109020200,True,False,>500m
tract,easy,2415.5926398199817,53029971900,53029971900,True,53029971900,True,False,1.0,53029971900,True,False,>500m
county,easy,9185.660786946124,13079,13079,True,13079,True,False,1.0,13079,True,False,>500m
tract,hard,33.174171372936016,42069110201,42069110201,True,42069110201,True,False,1.0,42069110201,True,False,25-50m
county,medium,111.42677799848242,39123,39123,True,39123,True,False,1.0,39123,True,False,100-500m
zcta,hard,45.95749673823386,76951,76951,True,76951,True,False,1.0,76951,True,False,25-50m
tract,boundary,5.802580223487599,48241950500,48241950500,True,48241950500,True,True,0.62,,False,True,0-10m
zcta,boundary,3.0882229337360045,33573,33573,True,33573,True,True,0.67,,False,True,0-10m
tract,easy,106.35569381756844,17031812801,17031812801,True,17031812801,True,False,1.0,17031812801,True,False,100-500m
county,medium,222.54449709773561,48255,48255,True,48255,True,False,1.0,48255,True,False,100-500m
county,hard,30.640815377425767,17093,17093,True,17093,True,False,1.0,17093,True,False,25-50m
zcta,medium,313.9027709059602,43153,43153,True,43153,True,False,1.0,43153,True,False,100-500m
zcta,medium,171.12884354488278,13360,13360,True,13360,True,False,1.0,13360,True,False,100-500m
tract,hard,51.54753141890734,39061024322,39061024322,True,39061024322,True,False,1.0,39061024322,True,False,50-100m
zcta,medium,139.18319588524886,78712,78712,True,78712,True,False,1.0,78712,True,False,100-500m
tract,medium,308.474972971896,06037106510,06037106510,True,06037106510,True,False,1.0,06037106510,True,False,100-500m
tract,hard,62.97566315536246,39099802100,39099802100,True,39099802100,True,False,1.0,39099802100,True,False,50-100m
zcta,easy,1614.0659505592057,32563,32563,True,32563,True,False,1.0,32563,True,False,>500m
county,hard,63.16658437788241,06009,06009,True,06009,True,False,1.0,06009,True,False,50-100m
zcta,easy,595.1396033693792,33449,33449,True,33449,True,False,1.0,33449,True,False,>500m
county,hard,36.61087823848555,48121,48121,True,48121,True,False,1.0,48121,True,False,25-50m
county,easy,5248.230801550848,48381,48381,True,48381,True,False,1.0,48381,True,False,>500m
tract,medium,455.7346455409721,48201542201,48201542201,True,48201542201,True,False,1.0,48201542201,True,False,100-500m
county,medium,406.9868987660917,12015,12015,True,12015,True,False,1.0,12015,True,False,100-500m
county,edge,14.963623784175466,12029,12029,True,12029,True,False,0.91,,False,True,10-25m
county,medium,426.8821183330384,48103,48103,True,48103,True,False,1.0,48103,True,False,100-500m
tract,easy,585.65445355218,48091310100,48091310100,True,48091310100,True,False,1.0,48091310100,True,False,>500m
tract,easy,363.493422482712,12086001801,12086001801,True,12086001801,True,False,1.0,12086001801,True,False,100-500m
tract,easy,771.7958588752913,12089050102,12089050102,True,12089050102,True,False,1.0,12089050102,True,False,>500m
zcta,easy,857.7225427219325,75089,75089,True,75089,True,False,1.0,75089,True,False,>500m
zcta,hard,90.87374200781323,77619,77619,True,77619,True,False,1.0,77619,True,False,50-100m
county,medium,254.02122270245036,12067,12067,True,12067,True,False,1.0,12067,True,False,100-500m
tract,easy,505.7206515075556,48215024125,48215024125,True,48215024125,True,False,1.0,48215024125,True,False,>500m
county,easy,5428.180625280165,36105,36105,True,36105,True,False,1.0,36105,True,False,>500m
county,easy,18256.189998155838,48013,48013,True,48013,True,False,1.0,48013,True,False,>500m
zcta,hard,36.3092581311245,61372,61372,True,61372,True,False,1.0,61372,True,False,25-50m
zcta,boundary,0.343232701375092,19136,19136,True,08077,False,True,0.56,,False,True,0-10m
county,boundary,0.3572756204961114,48233,48233,True,48341,False,True,0.52,,False,True,0-10m
county,edge,96.26302083198195,13231,13231,True,13231,True,False,1.0,13231,True,False,50-100m
tract,hard,98.20276136008381,48027023112,48027023112,True,48027023112,True,False,1.0,48027023112,True,False,50-100m
tract,boundary,4.818374000314436,17043841206,17043841206,True,17043841206,True,True,0.51,,False,True,0-10m
county,hard,17.755233751429813,48343,48343,True,48343,True,False,0.97,,False,True,10-25m
county,easy,876.5404620990477,48023,48023,True,48023,True,False,1.0,48023,True,False,>500m
county,easy,2634.523624122918,48245,48245,True,48245,True,False,1.0,48245,True,False,>500m
county,hard,58.74771594829719,48029,48029,True,48029,True,False,1.0,48029,True,False,50-100m
zcta,easy,1834.4767136226083,13337,13337,True,13337,True,False,1.0,13337,True,False,>500m
county,medium,470.06389632713484,48103,48103,True,48103,True,False,1.0,48103,True,False,100-500m
zcta,medium,229.7778661470563,76866,76866,True,76866,True,False,1.0,76866,True,False,100-500m
tract,hard,30.88617354517245,48439113007,48439113007,True,48439113007,True,False,1.0,48439113007,True,False,25-50m
tract,easy,1604.1875269721552,12086010706,12086010706,True,12086010706,True,False,1.0,12086010706,True,False,>500m
tract,easy,642.6302858876883,39061025102,39061025102,True,39061025102,True,False,1.0,39061025102,True,False,>500m
county,easy,6722.992431659017,17197,17197,True,17197,True,False,1.0,17197,True,False,>500m
zcta,easy,3475.239074632515,34739,34739,True,34739,True,False,1.0,34739,True,False,>500m
county,easy,6863.7921078681775,42047,42047,True,42047,True,False,1.0,42047,True,False,>500m
tract,easy,670.1370234067072,48201540904,48201540904,True,48201540904,True,False,1.0,48201540904,True,False,>500m
zcta,easy,997.4782202759459,78827,78827,True,78827,True,False,1.0,78827,True,False,>500m
tract,medium,144.46757068829626,48201240904,48201240904,True,48201240904,True,False,1.0,48201240904,True,False,100-500m
zcta,medium,112.34443326963873,79339,79339,True,79339,True,False,1.0,79339,True,False,100-500m
zcta,easy,1348.20757974499,75050,75050,True,75050,True,False,1.0,75050,True,False,>500m
tract,easy,684.7305765412867,48029181200,48029181200,True,48029181200,True,False,1.0,48029181200,True,False,>500m
zcta,hard,88.47843524514903,32533,32533,True,32533,True,False,1.0,32533,True,False,50-100m
county,easy,11312.790742499814,12133,12133,True,12133,True,False,1.0,12133,True,False,>500m
tract,hard,65.55146337429156,48215022108,48215022108,True,48215022108,True,False,1.0,48215022108,True,False,50-100m
tract,easy,533.287263727673,12095012304,12095012304,True,12095012304,True,False,1.0,12095012304,True,False,>500m
tract,easy,525.1819854794331,13121009804,13121009804,True,13121009804,True,False,1.0,13121009804,True,False,>500m
tract,easy,503.72869265058375,39061020505,39061020505,True,39061020505,True,False,1.0,39061020505,True,False,>500m
tract,hard,10.453579974017217,39023000500,39023000500,True,39023000500,True,True,0.81,,False,True,10-25m
county,easy,5353.178126859838,48179,48179,True,48179,True,False,1.0,48179,True,False,>500m
tract,medium,176.41907334284411,48201532302,48201532302,True,48201532302,True,False,1.0,48201532302,True,False,100-500m
tract,medium,314.1258361218871,48141001204,48141001204,True,48141001204,True,False,1.0,48141001204,True,False,100-500m
zcta,medium,414.63354310196354,15210,15210,True,15210,True,False,1.0,15210,True,False,100-500m
zcta,easy,1681.1547119950185,14884,14884,True,14884,True,False,1.0,14884,True,False,>500m
zcta,hard,30.94475626436146,44105,44105,True,44105,True,False,1.0,44105,True,False,25-50m
tract,easy,692.9061368801437,06059032059,06059032059,True,06059032059,True,False,1.0,06059032059,True,False,>500m
tract,hard,71.00149189133917,06047002401,06047002401,True,06047002401,True,False,1.0,06047002401,True,False,50-100m
zcta,easy,924.4372141058739,95501,95501,True,95501,True,False,1.0,95501,True,False,>500m
zcta,easy,1067.1397091564504,78109,78109,True,78109,True,False,1.0,78109,True,False,>500m
tract,medium,285.43539631907885,48259970404,48259970404,True,48259970404,True,False,1.0,48259970404,True,False,100-500m
zcta,medium,441.4388184548752,33334,33334,True,33334,True,False,1.0,33334,True,False,100-500m
tract,medium,106.99187728016842,13077170606,13077170606,True,13077170606,True,False,1.0,13077170606,True,False,100-500m
zcta,easy,6438.4769270197,78341,78341,True,78341,True,False,1.0,78341,True,False,>500m
tract,medium,243.8001111851956,36085011201,36085011201,True,36085011201,True,False,1.0,36085011201,True,False,100-500m
zcta,easy,734.058514357036,79058,79058,True,79058,True,False,1.0,79058,True,False,>500m
county,medium,309.5391002500292,48047,48047,True,48047,True,False,1.0,48047,True,False,100-500m
county,easy,5876.988959823037,48345,48345,True,48345,True,False,1.0,48345,True,False,>500m
county,hard,25.624337862222024,48423,48423,True,48423,True,False,1.0,48423,True,False,25-50m
tract,easy,122.07686794209259,39113000900,39113000900,True,39113000900,True,False,1.0,39113000900,True,False,100-500m
county,easy,1139.0326088484608,06093,06093,True,06093,True,False,1.0,06093,True,False,>500m
tract,easy,676.4436985454727,48029120504,48029120504,True,48029120504,True,False,1.0,48029120504,True,False,>500m
zcta,medium,221.32036118227435,32966,32966,True,32966,True,False,1.0,32966,True,False,100-500m
tract,medium,258.7493993450143,39023001101,39023001101,True,39023001101,True,False,1.0,39023001101,True,False,100-500m
county,medium,484.2039850607288,48117,48117,True,48117,True,False,1.0,48117,True,False,100-500m
tract,hard,33.91983587771639,48453002413,48453002413,True,48453002413,True,False,1.0,48453002413,True,False,25-50m
county,medium,357.645179786794,48223,48223,True,48223,True,False,1.0,48223,True,False,100-500m
county,hard,74.85280367928414,12079,12079,True,12079,True,False,1.0,12079,True,False,50-100m
zcta,boundary,6.612435397682463,75844,75844,True,75844,True,True,0.66,,False,True,0-10m
zcta,hard,54.782394976125296,30477,30477,True,30477,True,False,1.0,30477,True,False,50-100m
tract,easy,206.92264860396386,12086003400,12086003400,True,12086003400,True,False,1.0,12086003400,True,False,100-500m
tract,easy,1328.048876360437,48183010502,48183010502,True,48183010502,True,False,1.0,48183010502,True,False,>500m
tract,easy,544.9922154387226,48027023203,48027023203,True,48027023203,True,False,1.0,48027023203,True,False,>500m
tract,medium,256.8171439635012,48113011802,48113011802,True,48113011802,True,False,1.0,48113011802,True,False,100-500m
tract,easy,7001.815722400453,48461950100,48461950100,True,48461950100,True,False,1.0,48461950100,True,False,>500m
zcta,easy,745.9548179445218,43081,43081,True,43081,True,False,1.0,43081,True,False,>500m
tract,easy,507.75130583852985,48201553804,48201553804,True,48201553804,True,False,1.0,48201553804,True,False,>500m
county,medium,379.42006092472155,48181,48181,True,48181,True,False,1.0,48181,True,False,100-500m
tract,medium,226.71750317497666,36001013300,36001013300,True,36001013300,True,False,1.0,36001013300,True,False,100-500m
tract,medium,273.5410884228785,48479000106,48479000106,True,48479000106,True,False,1.0,48479000106,True,False,100-500m
tract,easy,537.463626980072,12021010429,12021010429,True,12021010429,True,False,1.0,12021010429,True,False,>500m
county,easy,21588.44161772613,48039,48039,True,48039,True,False,1.0,48039,True,False,>500m
zcta,hard,42.91873419318158,33947,33947,True,33947,True,False,1.0,33947,True,False,25-50m
tract,easy,595.6969275323839,39029952000,39029952000,True,39029952000,True,False,1.0,39029952000,True,False,>500m
tract,easy,158.89980962947672,48113013726,48113013726,True,48113013726,True,False,1.0,48113013726,True,False,100-500m
tract,easy,638.0579872547917,17043844402,17043844402,True,17043844402,True,False,1.0,17043844402,True,False,>500m
zcta,medium,430.39398805713705,30740,30740,True,30740,True,False,1.0,30740,True,False,100-500m
zcta,easy,133.07056039904066,33854,33854,True,33854,True,False,1.0,33854,True,False,100-500m
tract,hard,65.22960310829197,53053071706,53053071706,True,53053071706,True,False,1.0,53053071706,True,False,50-100m
county,easy,5783.207508198323,48235,48235,True,48235,True,False,1.0,48235,True,False,>500m
tract,easy,620.3722333628873,39003011000,39003011000,True,39003011000,True,False,1.0,39003011000,True,False,>500m
tract,medium,218.81655672045338,39153530902,39153530902,True,39153530902,True,False,1.0,39153530902,True,False,100-500m
tract,boundary,1.5453469757644838,48029121120,48029121120,True,48029121120,True,True,0.5,,False,True,0-10m
county,hard,33.17737819262195,39037,39037,True,39037,True,False,1.0,39037,True,False,25-50m
zcta,boundary,0.6699425949379196,76680,76680,True,76680,True,True,0.61,,False,True,0-10m
county,medium,146.4040637741546,39091,39091,True,39091,True,False,1.0,39091,True,False,100-500m
tract,easy,546.3731133810523,12103025413,12103025413,True,12103025413,True,False,1.0,12103025413,True,False,>500m
county,boundary,8.651526408668984,13217,13217,True,13217,True,True,0.76,,False,True,0-10m
zcta,medium,419.4149285753839,45331,45331,True,45331,True,False,1.0,45331,True,False,100-500m
county,hard,28.890366548801055,48009,48009,True,48009,True,False,1.0,48009,True,False,25-50m
tract,easy,547.0992853989361,12099006005,12099006005,True,12099006005,True,False,1.0,12099006005,True,False,>500m
tract,boundary,9.32913645400324,39153532302,39153532302,True,39153532302,True,True,0.81,,False,True,0-10m
tract,easy,752.7531442896856,48201253800,48201253800,True,48201253800,True,False,1.0,48201253800,True,False,>500m
zcta,hard,70.78583087482399,13115,13115,True,13115,True,False,1.0,13115,True,False,50-100m
county,medium,183.38029357688507,12105,12105,True,12105,True,False,1.0,12105,True,False,100-500m
county,easy,2843.3314512192946,39061,39061,True,39061,True,False,1.0,39061,True,False,>500m
zcta,medium,328.41741220520305,85118,85118,True,85118,True,False,1.0,85118,True,False,100-500m
zcta,easy,2461.78121097219,12545,12545,True,12545,True,False,1.0,12545,True,False,>500m
tract,boundary,3.8812721767778773,06007002200,06007002200,True,06007002200,True,True,0.62,,False,True,0-10m
zcta,hard,35.504196970697265,77093,77093,True,77093,True,False,1.0,77093,True,False,25-50m
county,easy,6106.329936267899,39031,39031,True,39031,True,False,1.0,39031,True,False,>500m
tract,hard,23.442730657550644,12105014704,12105014704,True,12105014704,True,False,1.0,,False,True,10-25m
tract,medium,155.0412984475485,48113020100,48113020100,True,48113020100,True,False,1.0,48113020100,True,False,100-500m
zcta,easy,2328.8459059937154,30153,30153,True,30153,True,False,1.0,30153,True,False,>500m
tract,medium,450.8108497574369,48139060802,48139060802,True,48139060802,True,False,1.0,48139060802,True,False,100-500m
tract,hard,61.70359387269269,06037203710,06037203710,True,06037203710,True,False,1.0,06037203710,True,False,50-100m
tract,easy,1538.4298900202923,48215022112,48215022112,True,48215022112,True,False,1.0,48215022112,True,False,>500m
tract,hard,71.9624974881611,53065950500,53065950500,True,53065950500,True,False,1.0,53065950500,True,False,50-100m
zcta,medium,299.63716456145244,43045,43045,True,43045,True,False,1.0,43045,True,False,100-500m
tract,medium,252.55428557860282,48121021750,48121021750,True,48121021750,True,False,1.0,48121021750,True,False,100-500m
tract,easy,1876.8973581821026,42019910301,42019910301,True,42019910301,True,False,1.0,42019910301,True,False,>500m
county,edge,85.81436734592457,36061,36061,True,36061,True,False,1.0,36061,True,False,50-100m
tract,easy,405.63969228230883,48201533302,48201533302,True,48201533302,True,False,1.0,48201533302,True,False,100-500m
tract,easy,510.65876374543296,39049009000,39049009000,True,39049009000,True,False,1.0,39049009000,True,False,>500m
tract,easy,683.025071393631,36119012803,36119012803,True,36119012803,True,False,1.0,36119012803,True,False,>500m
zcta,easy,638.8125368101973,99176,99176,True,99176,True,False,1.0,99176,True,False,>500m
tract,boundary,0.15286446980344623,12081001909,12081001909,True,12081001913,False,True,0.53,,False,True,0-10m
zcta,medium,202.71858584834268,44062,44062,True,44062,True,False,1.0,44062,True,False,100-500m
county,hard,15.337916616314187,48089,48089,True,48089,True,False,0.94,,False,True,10-25m
tract,medium,318.27201168792647,42033331000,42033331000,True,42033331000,True,False,1.0,42033331000,True,False,100-500m
tract,easy,231.61109261764324,48113000901,48113000901,True,48113000901,True,False,1.0,48113000901,True,False,100-500m
tract,easy,500.1455223088277,42003517000,42003517000,True,42003517000,True,False,1.0,42003517000,True,False,>500m
county,medium,275.77031899043266,48451,48451,True,48451,True,False,1.0,48451,True,False,100-500m
county,medium,355.6527517995755,48429,48429,True,48429,True,False,1.0,48429,True,False,100-500m
county,hard,90.54808722772285,48221,48221,True,48221,True,False,1.0,48221,True,False,50-100m
tract,easy,574.9522234203863,39151713900,39151713900,True,39151713900,True,False,1.0,39151713900,True,False,>500m
zcta,hard,48.918915592582536,16699,16699,True,16699,True,False,1.0,16699,True,False,25-50m
zcta,medium,260.4963702237173,78588,78588,True,78588,True,False,1.0,78588,True,False,100-500m
county,edge,80.45787794477832,13027,13027,True,13027,True,False,1.0,13027,True,False,50-100m
county,easy,1773.3360573606965,48435,48435,True,48435,True,False,1.0,48435,True,False,>500m
zcta,hard,59.568749540460246,77664,77664,True,77664,True,False,1.0,77664,True,False,50-100m
tract,easy,549.8656109310735,42003521401,42003521401,True,42003521401,True,False,1.0,42003521401,True,False,>500m
county,hard,10.299201171697847,12111,12111,True,12111,True,True,0.81,,False,True,10-25m
tract,hard,16.799664264105253,42017100211,42017100211,True,42017100211,True,False,0.99,,False,True,10-25m
county,boundary,2.960251396966346,13155,13155,True,13155,True,True,0.59,,False,True,0-10m
tract,hard,83.5685857842054,48143950401,48143950401,True,48143950401,True,False,1.0,48143950401,True,False,50-100m
zcta,medium,471.97923950842505,12525,12525,True,12525,True,False,1.0,12525,True,False,100-500m
county,hard,25.942984653373273,48375,48375,True,48375,True,False,1.0,48375,True,False,25-50m
county,hard,25.76150304269449,12053,12053,True,12053,True,False,1.0,12053,True,False,25-50m
tract,easy,597.1046475458456,12127090808,12127090808,True,12127090808,True,False,1.0,12127090808,True,False,>500m
zcta,medium,122.72988789066083,43218,43218,True,43218,True,False,1.0,43218,True,False,100-500m
county,hard,50.37900004333398,48433,48433,True,48433,True,False,1.0,48433,True,False,50-100m
zcta,hard,69.48589250045447,77028,77028,True,77028,True,False,1.0,77028,True,False,50-100m
tract,easy,530.1193469680509,48201210600,48201210600,True,48201210600,True,False,1.0,48201210600,True,False,>500m
zcta,boundary,5.212082062646559,76271,76271,True,76271,True,True,0.67,,False,True,0-10m
county,boundary,1.0403336578308144,12069,12069,True,12069,True,True,0.51,,False,True,0-10m
tract,medium,167.5509124297068,48329010107,48329010107,True,48329010107,True,False,1.0,48329010107,True,False,100-500m
tract,easy,538.045073021156,48113019026,48113019026,True,48113019026,True,False,1.0,48113019026,True,False,>500m
county,medium,133.66608020636744,48145,48145,True,48145,True,False,1.0,48145,True,False,100-500m
tract,hard,55.625400165494,48439113635,48439113635,True,48439113635,True,False,1.0,48439113635,True,False,50-100m
tract,easy,119.78762478422205,36047059000,36047059000,True,36047059000,True,False,1.0,36047059000,True,False,100-500m
county,medium,151.18698316697765,48109,48109,True,48109,True,False,1.0,48109,True,False,100-500m
zcta,edge,17.04937171889311,60560,60560,True,60560,True,False,0.98,,False,True,10-25m
tract,medium,368.46258650834756,04013614400,04013614400,True,04013614400,True,False,1.0,04013614400,True,False,100-500m
tract,hard,43.39145922455433,17089852606,17089852606,True,17089852606,True,False,1.0,17089852606,True,False,25-50m
zcta,boundary,5.56465532430412,13639,13639,True,13639,True,True,0.64,,False,True,0-10m
tract,easy,1945.4207605948018,39133600603,39133600603,True,39133600603,True,False,1.0,39133600603,True,False,>500m
tract,boundary,5.262623796359717,48201251501,48201251501,True,48201251501,True,True,0.62,,False,True,0-10m
zcta,medium,450.38266068406125,79059,79059,True,79059,True,False,1.0,79059,True,False,100-500m
tract,medium,403.07349488100647,48479001715,48479001715,True,48479001715,True,False,1.0,48479001715,True,False,100-500m
zcta,edge,28.960952907040458,33877,33877,True,33877,True,False,1.0,33877,True,False,25-50m
tract,hard,20.17778752870875,48039662500,48039662500,True,48039662500,True,False,1.0,,False,True,10-25m
county,easy,1457.875266144552,48193,48193,True,48193,True,False,1.0,48193,True,False,>500m
county,easy,6093.967558773095,48295,48295,True,48295,True,False,1.0,48295,True,False,>500m
zcta,easy,507.5133704621816,93312,93312,True,93312,True,False,1.0,93312,True,False,>500m
county,hard,78.11173828310207,48221,48221,True,48221,True,False,1.0,48221,True,False,50-100m
tract,boundary,4.977311504501801,12085001302,12085001302,True,12085001302,True,True,0.63,,False,True,0-10m
county,hard,65.25816601241795,12105,12105,True,12105,True,False,1.0,12105,True,False,50-100m
county,medium,278.4863176261495,12027,12027,True,12027,True,False,1.0,12027,True,False,100-500m
county,easy,977.4304105001447,48117,48117,True,48117,True,False,1.0,48117,True,False,>500m
tract,edge,66.35156394301967,48043950500,48043950500,True,48043950500,True,False,1.0,48043950500,True,False,50-100m
zcta,hard,85.96432748236256,77338,77338,True,77338,True,False,1.0,77338,True,False,50-100m
county,hard,68.64915237075388,17199,17199,True,17199,True,False,1.0,17199,True,False,50-100m
zcta,boundary,2.790622795318715,77446,77446,True,77446,True,True,0.62,,False,True,0-10m
zcta,medium,117.55394708267804,78520,78520,True,78520,True,False,1.0,78520,True,False,100-500m
zcta,easy,2049.0963719028,78704,78704,True,78704,True,False,1.0,78704,True,False,>500m
county,medium,379.53963128666817,12057,12057,True,12057,True,False,1.0,12057,True,False,100-500m
zcta,medium,261.12721758253196,79561,79561,True,79561,True,False,1.0,79561,True,False,100-500m
county,boundary,5.640375364777226,39113,39113,True,39113,True,True,0.69,,False,True,0-10m
county,boundary,7.3041398379480125,48039,48039,True,48039,True,True,0.72,,False,True,0-10m
county,medium,351.8430372137037,39057,39057,True,39057,True,False,1.0,39057,True,False,100-500m
county,easy,12750.9304461606,48197,48197,True,48197,True,False,1.0,48197,True,False,>500m
tract,hard,16.16840693427333,48257050215,48257050215,True,48257050215,True,False,0.98,,False,True,10-25m
zcta,medium,303.2408905510376,34758,34758,True,34758,True,False,1.0,34758,True,False,100-500m
tract,medium,334.7850134817974,42007604901,42007604901,True,42007604901,True,False,1.0,42007604901,True,False,100-500m
tract,hard,38.58859019573613,48089750400,48089750400,True,48089750400,True,False,1.0,48089750400,True,False,25-50m
county,easy,5922.746055364162,48247,48247,True,48247,True,False,1.0,48247,True,False,>500m
zcta,hard,29.827327306671137,43759,43759,True,43759,True,False,1.0,43759,True,False,25-50m
zcta,medium,393.65937147597566,32312,32312,True,32312,True,False,1.0,32312,True,False,100-500m
county,easy,2187.3142617260733,48219,48219,True,48219,True,False,1.0,48219,True,False,>500m
county,easy,2887.1074637450156,48025,48025,True,48025,True,False,1.0,48025,True,False,>500m
tract,medium,234.55201687596497,36059300400,36059300400,True,36059300400,True,False,1.0,36059300400,True,False,100-500m
tract,easy,2432.9340239737726,53049950801,53049950801,True,53049950801,True,False,1.0,53049950801,True,False,>500m
tract,medium,424.08377861139235,13089023220,13089023220,True,13089023220,True,False,1.0,13089023220,True,False,100-500m
zcta,boundary,1.1507589228490949,99154,99154,True,99154,True,True,0.55,,False,True,0-10m
zcta,easy,2847.191321736349,16059,16059,True,16059,True,False,1.0,16059,True,False,>500m
zcta,medium,427.51258920090856,31789,31789,True,31789,True,False,1.0,31789,True,False,100-500m
county,hard,58.66830737617068,48137,48137,True,48137,True,False,1.0,48137,True,False,50-100m
zcta,edge,15.278057091178203,44632,44632,True,44632,True,False,0.94,,False,True,10-25m
tract,easy,592.4004726757911,48467950802,48467950802,True,48467950802,True,False,1.0,48467950802,True,False,>500m
county,medium,245.70733919498417,48499,48499,True,48499,True,False,1.0,48499,True,False,100-500m
zcta,hard,25.93411674701186,33919,33919,True,33919,True,False,1.0,33919,True,False,25-50m
tract,hard,20.02014211518739,13135050725,13135050725,True,13135050725,True,False,1.0,,False,True,10-25m
zcta,medium,246.47454207001013,34688,34688,True,34688,True,False,1.0,34688,True,False,100-500m
tract,medium,238.2595249285404,06037980028,06037980028,True,06037980028,True,False,1.0,06037980028,True,False,100-500m
tract,easy,598.0588097805979,12009060201,12009060201,True,12009060201,True,False,1.0,12009060201,True,False,>500m
tract,easy,726.3432648036979,12033003610,12033003610,True,12033003610,True,False,1.0,12033003610,True,False,>500m
county,medium,192.2143035346482,48025,48025,True,48025,True,False,1.0,48025,True,False,100-500m
county,easy,2649.435322978966,48277,48277,True,48277,True,False,1.0,48277,True,False,>500m
zcta,easy,1204.3843273276834,98028,98028,True,98028,True,False,1.0,98028,True,False,>500m
zcta,hard,70.97483671277219,43832,43832,True,43832,True,False,1.0,43832,True,False,50-100m
county,hard,93.06667373826551,48417,48417,True,48417,True,False,1.0,48417,True,False,50-100m
tract,edge,14.110445334209453,12091020800,12091020800,True,12091020800,True,False,0.91,,False,True,10-25m
zcta,hard,37.106802413271545,98850,98850,True,98850,True,False,1.0,98850,True,False,25-50m
tract,hard,73.84898805542616,12095018800,12095018800,True,12095018800,True,False,1.0,12095018800,True,False,50-100m
tract,hard,84.34822580986308,12065990000,12065990000,True,12065990000,True,False,1.0,12065990000,True,False,50-100m
county,easy,8794.55377703778,12089,12089,True,12089,True,False,1.0,12089,True,False,>500m
zcta,edge,89.33731667085435,78070,78070,True,78070,True,False,1.0,78070,True,False,50-100m
zcta,hard,33.2914928142447,43981,43981,True,43981,True,False,1.0,43981,True,False,25-50m
county,medium,400.83239288989637,36023,36023,True,36023,True,False,1.0,36023,True,False,100-500m
tract,boundary,6.849091568615055,39061002901,39061002901,True,39061002901,True,True,0.74,,False,True,0-10m
tract,easy,1100.4260403885933,13113140204,13113140204,True,13113140204,True,False,1.0,13113140204,True,False,>500m
tract,easy,151.86476240000096,06073005302,06073005302,True,06073005302,True,False,1.0,06073005302,True,False,100-500m
county,medium,459.3381968776388,13275,13275,True,13275,True,False,1.0,13275,True,False,100-500m
zcta,medium,146.44459384855048,77434,77434,True,77434,True,False,1.0,77434,True,False,100-500m
tract,easy,564.5900448395728,12053041106,12053041106,True,12053041106,True,False,1.0,12053041106,True,False,>500m
county,medium,189.50724831124236,39007,39007,True,39007,True,False,1.0,39007,True,False,100-500m
tract,easy,515.4524570521957,12073002415,12073002415,True,12073002415,True,False,1.0,12073002415,True,False,>500m
zcta,medium,206.3488435272518,44851,44851,True,44851,True,False,1.0,44851,True,False,100-500m
tract,easy,514.6965223122301,48029191412,48029191412,True,48029191412,True,False,1.0,48029191412,True,False,>500m
county,hard,14.590282969515052,53017,53017,True,53017,True,False,0.96,,False,True,10-25m
county,medium,107.16714022680162,48059,48059,True,48059,True,False,1.0,48059,True,False,100-500m
zcta,boundary,9.943047118406417,79915,79915,True,79915,True,True,0.79,,False,True,0-10m
county,boundary,9.149348769385444,48315,48315,True,48315,True,True,0.73,,False,True,0-10m
county,easy,4196.027053558125,13155,13155,True,13155,True,False,1.0,13155,True,False,>500m
county,medium,423.74827424665,48425,48425,True,48425,True,False,1.0,48425,True,False,100-500m
county,medium,316.0689439711002,12033,12033,True,12033,True,False,1.0,12033,True,False,100-500m
county,boundary,4.851089107292866,48251,48251,True,48251,True,True,0.63,,False,True,0-10m
county,hard,67.3352102031953,13051,13051,True,13051,True,False,1.0,13051,True,False,50-100m
tract,edge,61.50072546780455,48193950200,48193950200,True,48193950200,True,False,1.0,48193950200,True,False,50-100m
tract,hard,56.86834173053108,48113016610,48113016610,True,48113016610,True,False,1.0,48113016610,True,False,50-100m
county,medium,386.6878322997641,48043,48043,True,48043,True,False,1.0,48043,True,False,100-500m
tract,easy,109.66827314725758,48061013700,48061013700,True,48061013700,True,False,1.0,48061013700,True,False,100-500m
